review_id,freelancer_id,client_id,review_text,client_rating,communication_score,quality_score,delivery_score,budget_usd,project_category
4220,4220,1919,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.59,4.3,4.42,4.56,946.41,machine_learning
4221,4221,1038,"El trabajo fue correcto, aunque hubo algunos ajustes menores. La experiencia general fue registrada por el cliente.",3.44,3.53,3.46,4.28,3141.39,mobile_development
4222,4222,1765,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El proyecto fue realizado en modalidad remota.",3.67,3.92,3.94,3.81,1109.19,customer_support
4223,4223,2412,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El cliente solicito cambios adicionales.,2.56,2.82,3.38,2.32,2545.26,graphic_design
4224,4224,1622,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.6,4.92,4.38,4.62,1880.11,data_analysis
4225,4225,1953,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.83,4.93,4.9,4.81,2963.1,web_development
4226,4226,2357,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.88,4.42,4.65,4.4,3395.42,mobile_development
4227,4227,1713,"Trabajo limpio, bien documentado y con buena atencion al cliente. El cliente solicito cambios adicionales.",4.7,4.64,4.65,4.62,2516.71,graphic_design
4228,4228,1049,"El trabajo fue correcto, aunque hubo algunos ajustes menores. Se evaluo tiempo, calidad y comunicacion.",4.22,4.14,3.66,3.85,2107.86,web_development
4229,4229,1335,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.77,4.26,4.82,4.58,1543.62,customer_support
4230,4230,2334,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.4,4.97,4.56,4.56,1030.13,web_development
4231,4231,2462,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.69,4.59,4.92,4.29,1311.43,web_development
4232,4232,2430,La entrega se atraso y fue necesario solicitar muchas correcciones. El proyecto fue realizado en modalidad remota.,2.96,2.52,2.38,2.79,3283.98,machine_learning
4233,4233,2429,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.68,4.33,4.88,4.48,3429.31,customer_support
4234,4234,1416,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.53,4.64,4.86,4.46,3423.98,web_development
4235,4235,2413,Buena disposicion para corregir observaciones despues de la revision. El alcance incluia revision de entregables.,3.94,4.35,3.57,4.0,3166.71,data_analysis
4236,4236,1785,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El alcance incluia revision de entregables.,3.17,3.25,2.19,2.99,3222.74,mobile_development
4237,4237,1851,Resultado funcional con algunos detalles pendientes al inicio. El proyecto fue realizado en modalidad remota.,3.83,3.62,3.53,3.11,3056.77,digital_marketing
4238,4238,1094,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El cliente solicito cambios adicionales.",3.6,3.45,3.42,3.64,3551.96,graphic_design
4239,4239,2279,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.54,4.81,4.42,4.45,64.68,digital_marketing
4240,4240,1599,"La entrega se atraso y fue necesario solicitar muchas correcciones. Se evaluo tiempo, calidad y comunicacion.",2.8,2.98,2.67,3.19,1272.03,machine_learning
4241,4241,1386,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.76,5.0,4.89,4.56,3497.21,copywriting
4242,4242,2484,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.57,4.89,4.53,4.51,287.14,graphic_design
4243,4243,2339,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.45,4.47,4.62,4.95,3397.76,copywriting
4244,4244,1510,Se necesito retrabajo porque la primera version tenia errores importantes. El alcance incluia revision de entregables.,3.06,3.29,2.67,2.04,3199.26,graphic_design
4245,4245,1281,Se necesito retrabajo porque la primera version tenia errores importantes. El alcance incluia revision de entregables.,2.85,2.05,3.19,1.87,2489.74,copywriting
4246,4246,1322,Buena disposicion para corregir observaciones despues de la revision. El cliente solicito cambios adicionales.,3.51,3.31,4.08,3.5,1703.28,web_development
4247,4247,2381,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.78,4.53,4.83,4.22,599.33,customer_support
4248,4248,2335,Se necesito retrabajo porque la primera version tenia errores importantes. El proyecto fue realizado en modalidad remota.,2.01,3.02,2.85,2.5,1607.28,graphic_design
4249,4249,1956,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.66,4.42,4.75,4.38,4738.19,web_development
4250,4250,1206,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.75,4.65,4.46,4.7,990.54,graphic_design
4251,4251,1131,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El alcance incluia revision de entregables.",3.44,3.96,4.07,3.72,302.3,digital_marketing
4252,4252,1783,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.88,4.87,4.58,4.96,3147.42,mobile_development
4253,4253,1455,"Buena disposicion para corregir observaciones despues de la revision. Se evaluo tiempo, calidad y comunicacion.",4.19,3.82,4.14,3.93,2948.41,data_analysis
4254,4254,1035,Resultado funcional con algunos detalles pendientes al inicio. La experiencia general fue registrada por el cliente.,3.98,3.31,3.38,3.68,2355.7,web_development
4255,4255,1790,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.46,4.48,4.63,4.85,1926.76,web_development
4256,4256,1701,Buena disposicion para corregir observaciones despues de la revision. El alcance incluia revision de entregables.,4.09,4.21,3.8,4.33,3065.97,mobile_development
4257,4257,1259,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.88,4.99,4.53,4.4,4180.89,machine_learning
4258,4258,1859,La entrega se atraso y fue necesario solicitar muchas correcciones. El alcance incluia revision de entregables.,3.25,3.07,3.04,1.86,2877.5,copywriting
4259,4259,1803,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.86,4.76,4.64,4.73,3075.36,copywriting
4260,4260,2047,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El proyecto fue realizado en modalidad remota.",3.91,3.65,3.45,3.48,2860.71,machine_learning
4261,4261,1834,"La comunicacion fue lenta y algunos requerimientos no quedaron claros. Se evaluo tiempo, calidad y comunicacion.",3.29,3.16,3.09,1.99,584.63,machine_learning
4262,4262,1858,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.54,4.8,4.59,4.27,77.41,digital_marketing
4263,4263,2493,El resultado no cumplio completamente con la calidad esperada. El proyecto fue realizado en modalidad remota.,2.66,2.03,3.09,1.82,1600.75,mobile_development
4264,4264,2147,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.98,4.83,4.49,4.66,4444.74,machine_learning
4265,4265,1184,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.79,4.67,4.57,4.97,4518.66,web_development
4266,4266,1103,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.68,4.96,4.66,4.31,137.36,customer_support
4267,4267,1128,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.8,4.45,4.38,4.35,3319.13,machine_learning
4268,4268,1925,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.87,4.37,4.52,4.73,1943.46,machine_learning
4269,4269,1821,Se necesito retrabajo porque la primera version tenia errores importantes. El proyecto fue realizado en modalidad remota.,2.2,3.13,2.85,1.71,2664.64,mobile_development
4270,4270,2481,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El cliente solicito cambios adicionales.",3.93,4.36,4.13,3.91,1449.67,machine_learning
4271,4271,1313,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.98,4.95,4.61,4.83,592.77,data_analysis
4272,4272,1486,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.94,4.21,4.71,4.52,2669.77,mobile_development
4273,4273,1851,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.93,4.38,4.42,4.94,3846.73,copywriting
4274,4274,2268,"Excelente trabajo, buena comunicacion y entrega rapida. El cliente solicito cambios adicionales.",4.47,4.45,4.32,4.83,2679.27,web_development
4275,4275,1079,Buena disposicion para corregir observaciones despues de la revision. La experiencia general fue registrada por el cliente.,3.89,3.81,4.04,3.6,3211.83,data_analysis
4276,4276,1747,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.52,4.42,4.7,4.4,347.22,web_development
4277,4277,1138,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.79,4.49,5.0,4.64,2847.1,machine_learning
4278,4278,1993,Resultado funcional con algunos detalles pendientes al inicio. El cliente solicito cambios adicionales.,4.24,3.36,3.68,3.96,2098.34,graphic_design
4279,4279,1251,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.92,4.45,4.86,4.89,3112.85,customer_support
4280,4280,1394,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.87,4.76,4.32,4.98,4307.94,machine_learning
4281,4281,1853,El resultado no cumplio completamente con la calidad esperada. El cliente solicito cambios adicionales.,2.38,2.49,2.93,2.69,288.63,mobile_development
4282,4282,2176,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,3.43,3.85,3.8,3.26,1674.36,machine_learning
4283,4283,1261,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.53,4.37,4.32,4.41,903.26,copywriting
4284,4284,1348,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.94,4.63,4.61,4.89,3804.09,machine_learning
4285,4285,2317,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El proyecto fue realizado en modalidad remota.",3.51,4.21,3.66,3.34,3043.75,digital_marketing
4286,4286,1872,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El cliente solicito cambios adicionales.",3.99,3.63,3.64,3.36,446.67,digital_marketing
4287,4287,1943,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.73,4.42,4.92,4.71,2400.84,digital_marketing
4288,4288,1528,"Muy profesional, cumplio con todos los requerimientos del proyecto. Se evaluo tiempo, calidad y comunicacion.",4.71,4.35,4.65,4.41,1062.31,mobile_development
4289,4289,1109,La comunicacion fue lenta y algunos requerimientos no quedaron claros. El alcance incluia revision de entregables.,3.08,2.29,3.06,2.31,3928.27,customer_support
4290,4290,2162,El resultado no cumplio completamente con la calidad esperada. El cliente solicito cambios adicionales.,2.83,3.01,2.03,2.39,978.95,digital_marketing
4291,4291,1820,Resultado funcional con algunos detalles pendientes al inicio. El cliente solicito cambios adicionales.,3.61,4.01,3.68,4.0,1214.21,data_analysis
4292,4292,1109,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El cliente solicito cambios adicionales.,2.85,3.11,2.35,1.83,2667.6,mobile_development
4293,4293,1840,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,4.11,3.97,4.18,3.98,2939.04,data_analysis
4294,4294,2359,Cumplio con la mayor parte del alcance definido. El proyecto fue realizado en modalidad remota.,4.21,3.26,3.6,3.77,817.29,graphic_design
4295,4295,1715,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.77,4.25,4.72,4.83,663.92,graphic_design
4296,4296,2485,Buena disposicion para corregir observaciones despues de la revision. El cliente solicito cambios adicionales.,3.73,4.22,3.53,4.38,1529.28,digital_marketing
4297,4297,1982,Se necesito retrabajo porque la primera version tenia errores importantes. El cliente solicito cambios adicionales.,3.27,2.6,2.26,2.37,857.93,web_development
4298,4298,2137,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",4.91,4.78,4.41,4.48,1152.04,machine_learning
4299,4299,1465,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El alcance incluia revision de entregables.",3.86,3.84,3.68,3.5,4793.73,data_analysis
4300,4300,1691,La entrega se atraso y fue necesario solicitar muchas correcciones. El cliente solicito cambios adicionales.,2.56,1.82,2.77,2.77,309.23,graphic_design
4301,4301,2101,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.89,3.94,3.42,4.17,369.04,data_analysis
4302,4302,2090,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.49,4.74,4.45,4.84,1975.22,mobile_development
4303,4303,1406,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,3.61,4.08,4.14,4.29,4191.04,digital_marketing
4304,4304,1142,"Cumplio con la mayor parte del alcance definido. Se evaluo tiempo, calidad y comunicacion.",3.69,3.85,3.45,4.02,3003.18,data_analysis
4305,4305,1571,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,4.28,3.58,3.75,3.93,4804.08,copywriting
4306,4306,2461,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.74,4.74,4.56,4.27,1415.05,customer_support
4307,4307,2430,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.81,4.63,4.31,4.62,1527.39,machine_learning
4308,4308,1962,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.55,4.64,4.42,4.96,1180.71,web_development
4309,4309,1307,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.46,4.25,4.52,4.36,3043.15,graphic_design
4310,4310,1682,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.63,4.24,4.31,4.35,113.17,customer_support
4311,4311,1077,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.42,4.97,4.86,4.91,4108.65,customer_support
4312,4312,2409,Hubo problemas de seguimiento y varias tareas quedaron incompletas. El cliente solicito cambios adicionales.,2.82,2.94,3.09,1.59,4733.36,mobile_development
4313,4313,2353,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.8,4.76,4.56,4.86,3888.05,customer_support
4314,4314,2286,"Excelente trabajo, buena comunicacion y entrega rapida. El alcance incluia revision de entregables.",4.58,4.6,4.34,4.48,2537.58,digital_marketing
4315,4315,2297,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.98,4.81,4.53,4.35,3376.48,customer_support
4316,4316,2273,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",5.0,4.61,4.89,4.53,1266.69,customer_support
4317,4317,1349,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.41,4.2,4.66,4.97,1756.47,customer_support
4318,4318,1118,Cumplio con la mayor parte del alcance definido. El proyecto fue realizado en modalidad remota.,3.79,3.75,4.09,3.99,1152.51,mobile_development
4319,4319,2467,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.46,4.22,4.68,4.42,2100.8,graphic_design
4320,4320,1837,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. La experiencia general fue registrada por el cliente.",4.03,4.02,3.62,3.83,1702.78,customer_support
4321,4321,2142,"Cumplio con la mayor parte del alcance definido. Se evaluo tiempo, calidad y comunicacion.",4.14,3.28,3.54,3.9,4304.99,graphic_design
4322,4322,1732,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.78,4.88,4.37,4.86,631.5,graphic_design
4323,4323,1420,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.87,4.67,4.37,4.85,524.52,digital_marketing
4324,4324,2282,La calidad fue alta y mantuvo comunicacion constante durante el proceso. La experiencia general fue registrada por el cliente.,4.43,4.39,4.79,4.76,1271.85,mobile_development
4325,4325,1867,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.74,4.78,4.56,4.22,3098.04,mobile_development
4326,4326,1499,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El cliente solicito cambios adicionales.,4.71,4.77,4.71,4.25,3918.22,digital_marketing
4327,4327,1060,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.45,4.88,4.8,4.79,3902.87,digital_marketing
4328,4328,2100,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El proyecto fue realizado en modalidad remota.",4.02,3.51,3.92,3.12,91.22,graphic_design
4329,4329,1442,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.62,4.89,4.56,4.3,65.86,mobile_development
4330,4330,1836,Cumplio con la mayor parte del alcance definido. La experiencia general fue registrada por el cliente.,3.81,3.63,3.91,3.2,465.65,data_analysis
4331,4331,2079,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.71,4.26,4.47,4.84,4114.13,copywriting
4332,4332,1958,La comunicacion fue lenta y algunos requerimientos no quedaron claros. El proyecto fue realizado en modalidad remota.,2.38,2.98,2.25,2.2,4891.75,copywriting
4333,4333,2336,Resultado funcional con algunos detalles pendientes al inicio. El proyecto fue realizado en modalidad remota.,3.69,4.04,4.31,3.91,75.49,digital_marketing
4334,4334,1966,"Muy profesional, cumplio con todos los requerimientos del proyecto. La experiencia general fue registrada por el cliente.",4.78,4.47,4.37,4.74,527.55,digital_marketing
4335,4335,1059,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.82,4.58,4.99,4.47,1967.19,copywriting
4336,4336,1328,La comunicacion fue lenta y algunos requerimientos no quedaron claros. El alcance incluia revision de entregables.,3.18,1.92,3.48,2.41,2142.83,customer_support
4337,4337,1460,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.44,4.48,4.45,4.64,1066.0,graphic_design
4338,4338,1831,"Muy buen servicio, recomendado para proyectos futuros. El alcance incluia revision de entregables.",4.9,4.35,4.83,4.77,2440.76,mobile_development
4339,4339,1445,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.78,4.99,4.98,4.81,2146.52,web_development
4340,4340,1349,"La entrega fue aceptable, pero la comunicacion pudo ser mejor. El alcance incluia revision de entregables.",3.76,3.43,4.25,4.04,3960.98,customer_support
4341,4341,1912,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.57,4.37,4.4,4.8,1693.58,mobile_development
4342,4342,1136,"Muy profesional, cumplio con todos los requerimientos del proyecto. El proyecto fue realizado en modalidad remota.",4.59,4.29,4.38,4.36,4566.17,machine_learning
4343,4343,1367,"Resultado funcional con algunos detalles pendientes al inicio. Se evaluo tiempo, calidad y comunicacion.",3.62,4.09,3.35,4.11,4409.54,web_development
4344,4344,1518,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.94,4.62,4.85,4.56,2577.02,customer_support
4345,4345,1995,Cumplio con la mayor parte del alcance definido. El cliente solicito cambios adicionales.,3.94,3.29,3.31,3.73,3722.35,copywriting
4346,4346,1076,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.61,4.35,4.7,4.89,4524.75,mobile_development
4347,4347,1844,"Muy buen servicio, recomendado para proyectos futuros. El cliente solicito cambios adicionales.",4.86,4.82,4.92,4.41,4349.15,data_analysis
4348,4348,1594,"Trabajo limpio, bien documentado y con buena atencion al cliente. Se evaluo tiempo, calidad y comunicacion.",4.77,4.74,4.37,4.6,556.66,machine_learning
4349,4349,2166,"La calidad fue alta y mantuvo comunicacion constante durante el proceso. Se evaluo tiempo, calidad y comunicacion.",4.74,4.58,4.49,4.43,4983.56,copywriting
4350,4350,1407,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.69,4.53,4.65,4.41,1396.4,machine_learning
4351,4351,1470,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.55,4.61,5.0,4.73,4645.62,web_development
4352,4352,1905,"Excelente trabajo, buena comunicacion y entrega rapida. Se evaluo tiempo, calidad y comunicacion.",4.44,4.47,4.86,4.93,4801.94,machine_learning
4353,4353,1959,Buena disposicion para corregir observaciones despues de la revision. El cliente solicito cambios adicionales.,3.51,3.63,4.34,4.06,1925.82,web_development
4354,4354,1546,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El proyecto fue realizado en modalidad remota.,4.48,4.23,4.31,4.8,1544.34,digital_marketing
4355,4355,1457,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.54,4.49,4.89,4.59,813.51,data_analysis
4356,4356,2320,"Resultado funcional con algunos detalles pendientes al inicio. Se evaluo tiempo, calidad y comunicacion.",3.52,3.45,3.66,3.73,1929.17,web_development
4357,4357,1389,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.58,4.98,4.83,4.87,351.33,mobile_development
4358,4358,1930,La calidad fue alta y mantuvo comunicacion constante durante el proceso. El alcance incluia revision de entregables.,4.49,4.43,4.5,4.89,1855.52,web_development
4359,4359,1015,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.51,4.42,4.9,4.86,4872.14,digital_marketing
4360,4360,1869,"Muy profesional, cumplio con todos los requerimientos del proyecto. El cliente solicito cambios adicionales.",4.88,4.95,4.57,4.62,1150.01,customer_support
4361,4361,2295,Resultado funcional con algunos detalles pendientes al inicio. El proyecto fue realizado en modalidad remota.,3.98,3.45,3.43,3.14,2455.44,mobile_development
4362,4362,1932,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.74,4.93,4.77,4.5,2274.95,customer_support
4363,4363,1802,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.93,4.42,4.71,4.7,2400.23,machine_learning
4364,4364,1177,"Muy buen servicio, recomendado para proyectos futuros. La experiencia general fue registrada por el cliente.",4.68,4.74,4.79,4.35,69.51,data_analysis
4365,4365,1135,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.4,4.73,4.4,4.68,3410.39,digital_marketing
4366,4366,1814,"Excelente trabajo, buena comunicacion y entrega rapida. La experiencia general fue registrada por el cliente.",4.41,4.38,4.37,4.35,2893.62,graphic_design
4367,4367,1548,"El trabajo fue correcto, aunque hubo algunos ajustes menores. El proyecto fue realizado en modalidad remota.",3.88,3.68,4.21,3.63,2724.74,customer_support
4368,4368,2277,Buena disposicion para corregir observaciones despues de la revision. El cliente solicito cambios adicionales.,4.23,3.58,4.39,3.17,898.58,mobile_development
4369,4369,2033,"Muy profesional, cumplio con todos los requerimientos del proyecto. El alcance incluia revision de entregables.",4.8,4.45,4.77,4.85,2270.84,machine_learning
4370,4370,1426,"Resultado funcional con algunos detalles pendientes al inicio. Se evaluo tiempo, calidad y comunicacion.",3.82,3.52,3.47,3.7,941.19,copywriting
4371,4371,2010,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.44,4.21,4.79,4.9,2696.26,graphic_design
4372,4372,2256,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.72,4.64,4.86,4.28,3110.36,digital_marketing
4373,4373,1354,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.78,4.46,4.37,4.32,2903.81,mobile_development
4374,4374,1147,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.94,4.32,4.34,4.97,853.61,web_development
4375,4375,1684,Cumplio con la mayor parte del alcance definido. El alcance incluia revision de entregables.,4.18,3.56,3.33,4.39,3470.11,machine_learning
4376,4376,2242,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.64,4.87,4.6,4.9,3089.84,customer_support
4377,4377,1410,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.61,4.68,4.47,4.93,2274.21,mobile_development
4378,4378,1807,"La comunicacion fue lenta y algunos requerimientos no quedaron claros. Se evaluo tiempo, calidad y comunicacion.",2.12,2.7,2.16,1.56,1330.16,customer_support
4379,4379,2034,Entrego antes de la fecha limite y resolvio cambios rapidamente. La experiencia general fue registrada por el cliente.,4.62,4.63,4.85,4.87,4434.42,machine_learning
4380,4380,2047,"La entrega se atraso y fue necesario solicitar muchas correcciones. Se evaluo tiempo, calidad y comunicacion.",2.06,2.07,2.79,2.87,673.82,graphic_design
4381,4381,1551,Entrego antes de la fecha limite y resolvio cambios rapidamente. El alcance incluia revision de entregables.,4.81,4.88,4.84,4.33,443.59,copywriting
4382,4382,1784,"Muy buen servicio, recomendado para proyectos futuros. Se evaluo tiempo, calidad y comunicacion.",4.78,4.45,4.55,4.95,725.03,customer_support
4383,4383,2244,El resultado no cumplio completamente con la calidad esperada. El proyecto fue realizado en modalidad remota.,2.95,2.02,3.48,3.1,4681.3,mobile_development
4384,4384,1048,"Cumplio con la mayor parte del alcance definido. Se evaluo tiempo, calidad y comunicacion.",3.76,4.38,4.31,4.06,3883.51,web_development
4385,4385,1412,"Excelente trabajo, buena comunicacion y entrega rapida. El proyecto fue realizado en modalidad remota.",4.86,4.97,4.74,4.32,3433.28,web_development
4386,4386,1873,"Trabajo limpio, bien documentado y con buena atencion al cliente. La experiencia general fue registrada por el cliente.",4.52,4.57,4.66,4.92,87.77,customer_support
4387,4387,1384,Entrego antes de la fecha limite y resolvio cambios rapidamente. El proyecto fue realizado en modalidad remota.,4.49,4.86,4.92,4.24,1741.99,copywriting
4388,4388,1375,"Trabajo limpio, bien documentado y con buena atencion al cliente. El alcance incluia revision de entregables.",4.76,4.87,4.44,4.76,2543.22,graphic_design
4389,4389,2175,Buena disposicion para corregir observaciones despues de la revision. El proyecto fue realizado en modalidad remota.,3.42,3.22,4.32,3.27,4557.64,data_analysis
4390,4390,1825,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.88,4.67,4.83,4.32,3291.53,machine_learning
4391,4391,1735,"Trabajo limpio, bien documentado y con buena atencion al cliente. El proyecto fue realizado en modalidad remota.",4.78,4.85,4.77,4.44,2866.58,machine_learning
4392,4392,1430,"Muy buen servicio, recomendado para proyectos futuros. El proyecto fue realizado en modalidad remota.",4.78,4.63,4.42,4.96,1709.26,web_development
4393,4393,1371,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.55,4.6,4.77,4.82,4855.82,data_analysis
4394,4394,2001,"Entrego antes de la fecha limite y resolvio cambios rapidamente. Se evaluo tiempo, calidad y comunicacion.",4.67,4.28,4.62,4.97,2047.03,digital_marketing
4395,4395,1998,Entrego antes de la fecha limite y resolvio cambios rapidamente. El cliente solicito cambios adicionales.,4.69,4.85,4.88,4.32,3377.65,mobile_development
